レポート開始日,レポート終了日,キャンペーン名,広告セット名,広告名,日,結果,結果インジケーター,リーチ,フリークエンシー,インプレッション,消化金額 (JPY),結果の単価,リンクのクリック,CTR(リンククリックスルー率),クリック(すべて),"CPM(1,000インプレッション単価) (JPY)",CPC(リンククリックの単価) (JPY),ランディングページビュー,購入,購入のコンバージョン値,購入ROAS(広告費用対効果),動画の3秒再生数,ThruPlay,アトリビューション設定
2026-08-28,2026-08-28,リターゲティング,既存顧客_リピート,RT_レビュー動画,2026-08-28,,actions:offsite_conversion.fb_pixel_purchase,700,1.13,790,1603,,9,1.14,17,2029.11,178.11,8,,,,165,75,7日間のクリックまたは1日間のビュー
2026-08-29,2026-08-29,リターゲティング,既存顧客_リピート,RT_レビュー動画,2026-08-29,,actions:offsite_conversion.fb_pixel_purchase,677,1.25,845,2023,,9,1.07,15,2394.08,224.78,8,,,,172,59,7日間のクリックまたは1日間のビュー
2026-08-30,2026-08-30,リターゲティング,既存顧客_リピート,RT_レビュー動画,2026-08-30,1,actions:offsite_conversion.fb_pixel_purchase,799,1.05,841,2062,2062.00,8,0.95,14,2451.84,257.75,6,1,6576,3.19,207,83,7日間のクリックまたは1日間のビュー
2026-08-31,2026-08-31,リターゲティング,既存顧客_リピート,RT_レビュー動画,2026-08-31,,actions:offsite_conversion.fb_pixel_purchase,702,1.21,852,1985,,8,0.94,16,2329.81,248.12,6,,,,172,84,7日間のクリックまたは1日間のビュー
2026-08-01,2026-08-01,認知_動画,ブロード_全国,認知_ブランド紹介30秒,2026-08-01,2636,reach,2636,1.07,2817,1815,0.69,11,0.39,18,644.30,165.00,9,,,,608,245,
2026-08-02,2026-08-02,認知_動画,ブロード_全国,認知_ブランド紹介30秒,2026-08-02,3029,reach,3029,1.08,3268,2155,0.71,11,0.34,21,659.42,195.91,9,,,,674,315,
2026-08-03,2026-08-03,認知_動画,ブロード_全国,認知_ブランド紹介30秒,2026-08-03,2843,reach,2843,1.13,3205,2073,0.73,15,0.47,25,646.80,138.20,12,,,,736,256,
2026-08-04,2026-08-04,認知_動画,ブロード_全国,認知_ブランド紹介30秒,2026-08-04,2584,reach,2584,1.07,2777,1699,0.66,10,0.36,17,611.81,169.90,8,,,,750,243,
2026-08-05,2026-08-05,認知_動画,ブロード_全国,認知_ブランド紹介30秒,2026-08-05,2697,reach,2697,1.16,3120,1990,0.74,14,0.45,27,637.82,142.14,11,,,,823,295,
2026-08-06,2026-08-06,認知_動画,ブロード_全国,認知_ブランド紹介30秒,2026-08-06,3670,reach,3670,1.05,3862,2192,0.60,15,0.39,30,567.58,146.13,11,,,,911,233,
2026-08-07,2026-08-07,認知_動画,ブロード_全国,認知_ブランド紹介30秒,2026-08-07,2751,reach,2751,1.10,3018,1816,0.66,15,0.50,28,601.72,121.07,13,,,,867,186,
2026-08-08,2026-08-08,認知_動画,ブロード_全国,認知_ブランド紹介30秒,2026-08-08,2884,reach,2884,1.19,3443,2160,0.75,13,0.38,21,627.36,166.15,10,,,,827,255,
2026-08-09,2026-08-09,認知_動画,ブロード_全国,認知_ブランド紹介30秒,2026-08-09,3077,reach,3077,1.06,3250,2118,0.69,16,0.49,31,651.69,132.38,14,,,,855,247,
2026-08-10,2026-08-10,認知_動画,ブロード_全国,認知_ブランド紹介30秒,2026-08-10,2963,reach,2963,1.21,3598,2188,0.74,17,0.47,31,608.12,128.71,14,,,,798,315,
2026-08-11,2026-08-11,認知_動画,ブロード_全国,認知_ブランド紹介30秒,2026-08-11,3031,reach,3031,1.14,3467,1994,0.66,13,0.37,24,575.14,153.38,11,,,,975,333,
2026-08-12,2026-08-12,認知_動画,ブロード_全国,認知_ブランド紹介30秒,2026-08-12,3037,reach,3037,1.13,3446,2100,0.69,16,0.46,28,609.40,131.25,12,,,,995,253,
2026-08-13,2026-08-13,認知_動画,ブロード_全国,認知_ブランド紹介30秒,2026-08-13,3148,reach,3148,1.14,3597,2209,0.70,12,0.33,21,614.12,184.08,9,,,,1012,245,
2026-08-14,2026-08-14,認知_動画,ブロード_全国,認知_ブランド紹介30秒,2026-08-14,3035,reach,3035,1.13,3437,1965,0.65,13,0.38,25,571.72,151.15,10,,,,955,238,
2026-08-15,2026-08-15,認知_動画,ブロード_全国,認知_ブランド紹介30秒,2026-08-15,3154,reach,3154,1.10,3465,2178,0.69,15,0.43,26,628.57,145.20,13,,,,705,229,
2026-08-16,2026-08-16,認知_動画,ブロード_全国,認知_ブランド紹介30秒,2026-08-16,2647,reach,2647,1.09,2888,1759,0.66,13,0.45,23,609.07,135.31,10,,,,776,214,
2026-08-17,2026-08-17,認知_動画,ブロード_全国,認知_ブランド紹介30秒,2026-08-17,2882,reach,2882,1.10,3168,2157,0.75,12,0.38,22,680.87,179.75,9,,,,814,201,
2026-08-18,2026-08-18,認知_動画,ブロード_全国,認知_ブランド紹介30秒,2026-08-18,2622,reach,2622,1.18,3102,1858,0.71,16,0.52,27,598.97,116.12,14,,,,883,234,
2026-08-19,2026-08-19,認知_動画,ブロード_全国,認知_ブランド紹介30秒,2026-08-19,2509,reach,2509,1.14,2857,1903,0.76,13,0.46,21,666.08,146.38,10,,,,810,262,
2026-08-20,2026-08-20,認知_動画,ブロード_全国,認知_ブランド紹介30秒,2026-08-20,2556,reach,2556,1.20,3065,2072,0.81,10,0.33,16,676.02,207.20,9,,,,675,232,
2026-08-21,2026-08-21,認知_動画,ブロード_全国,認知_ブランド紹介30秒,2026-08-21,3109,reach,3109,1.17,3622,2030,0.65,17,0.47,33,560.46,119.41,12,,,,775,343,
2026-08-22,2026-08-22,認知_動画,ブロード_全国,認知_ブランド紹介30秒,2026-08-22,2496,reach,2496,1.24,3086,1977,0.79,13,0.42,23,640.64,152.08,10,,,,783,191,
2026-08-23,2026-08-23,認知_動画,ブロード_全国,認知_ブランド紹介30秒,2026-08-23,3076,reach,3076,1.12,3443,2304,0.75,14,0.41,23,669.18,164.57,10,,,,833,250,
2026-08-24,2026-08-24,認知_動画,ブロード_全国,認知_ブランド紹介30秒,2026-08-24,2629,reach,2629,1.12,2956,2015,0.77,14,0.47,25,681.66,143.93,11,1,6700,3.33,690,198,
2026-08-25,2026-08-25,認知_動画,ブロード_全国,認知_ブランド紹介30秒,2026-08-25,2431,reach,2431,1.13,2752,1742,0.72,13,0.47,21,632.99,134.00,11,,,,803,241,
2026-08-26,2026-08-26,認知_動画,ブロード_全国,認知_ブランド紹介30秒,2026-08-26,2646,reach,2646,1.12,2969,1737,0.66,13,0.44,24,585.05,133.62,9,,,,831,213,
2026-08-27,2026-08-27,認知_動画,ブロード_全国,認知_ブランド紹介30秒,2026-08-27,2343,reach,2343,1.09,2563,1710,0.73,12,0.47,21,667.19,142.50,10,1,6124,3.58,718,254,
2026-08-28,2026-08-28,認知_動画,ブロード_全国,認知_ブランド紹介30秒,2026-08-28,2574,reach,2574,1.25,3212,2025,0.79,12,0.37,20,630.45,168.75,10,,,,863,278,
2026-08-29,2026-08-29,認知_動画,ブロード_全国,認知_ブランド紹介30秒,2026-08-29,3235,reach,3235,1.05,3398,2236,0.69,13,0.38,22,658.03,172.00,10,,,,711,271,
2026-08-30,2026-08-30,認知_動画,ブロード_全国,認知_ブランド紹介30秒,2026-08-30,3593,reach,3593,1.16,4180,2467,0.69,20,0.48,37,590.19,123.35,18,,,,1018,312,
2026-08-31,2026-08-31,認知_動画,ブロード_全国,認知_ブランド紹介30秒,2026-08-31,3341,reach,3341,1.13,3765,2183,0.65,14,0.37,26,579.81,155.93,12,,,,871,309,
2026-08-01,2026-08-01,認知_動画,ブロード_全国,認知_職人インタビュー,2026-08-01,3116,reach,3116,1.06,3315,2151,0.69,12,0.36,20,648.87,179.25,10,,,,790,258,
2026-08-02,2026-08-02,認知_動画,ブロード_全国,認知_職人インタビュー,2026-08-02,2997,reach,2997,1.07,3205,1826,0.61,11,0.34,18,569.73,166.00,9,,,,798,252,
2026-08-03,2026-08-03,認知_動画,ブロード_全国,認知_職人インタビュー,2026-08-03,2243,reach,2243,1.07,2396,1567,0.70,8,0.33,14,654.01,195.88,6,,,,598,187,
2026-08-04,2026-08-04,認知_動画,ブロード_全国,認知_職人インタビュー,2026-08-04,2827,reach,2827,1.16,3273,2056,0.73,12,0.37,20,628.17,171.33,9,,,,867,301,
2026-08-05,2026-08-05,認知_動画,ブロード_全国,認知_職人インタビュー,2026-08-05,2920,reach,2920,1.15,3355,1898,0.65,13,0.39,21,565.72,146.00,10,,,,981,222,
2026-08-06,2026-08-06,認知_動画,ブロード_全国,認知_職人インタビュー,2026-08-06,2739,reach,2739,1.17,3194,2071,0.76,11,0.34,19,648.40,188.27,9,,,,788,215,
2026-08-07,2026-08-07,認知_動画,ブロード_全国,認知_職人インタビュー,2026-08-07,3355,reach,3355,1.06,3564,2087,0.62,13,0.36,25,585.58,160.54,11,,,,978,334,
2026-08-08,2026-08-08,認知_動画,ブロード_全国,認知_職人インタビュー,2026-08-08,3042,reach,3042,1.07,3258,2169,0.71,14,0.43,23,665.75,154.93,11,,,,966,252,
2026-08-09,2026-08-09,認知_動画,ブロード_全国,認知_職人インタビュー,2026-08-09,2765,reach,2765,1.18,3271,2172,0.79,13,0.40,26,664.02,167.08,10,,,,717,226,
2026-08-10,2026-08-10,認知_動画,ブロード_全国,認知_職人インタビュー,2026-08-10,3267,reach,3267,1.15,3756,2164,0.66,13,0.35,25,576.14,166.46,11,,,,924,287,
2026-08-11,2026-08-11,認知_動画,ブロード_全国,認知_職人インタビュー,2026-08-11,3306,reach,3306,1.07,3544,2101,0.64,15,0.42,25,592.83,140.07,11,,,,873,336,
2026-08-12,2026-08-12,認知_動画,ブロード_全国,認知_職人インタビュー,2026-08-12,3041,reach,3041,1.11,3363,2248,0.74,15,0.45,28,668.45,149.87,12,,,,699,288,
2026-08-13,2026-08-13,認知_動画,ブロード_全国,認知_職人インタビュー,2026-08-13,2441,reach,2441,1.24,3021,1706,0.70,12,0.40,23,564.71,142.17,9,1,5564,3.26,832,191,
2026-08-14,2026-08-14,認知_動画,ブロード_全国,認知_職人インタビュー,2026-08-14,2979,reach,2979,1.09,3256,2206,0.74,11,0.34,18,677.52,200.55,9,,,,931,242,
2026-08-15,2026-08-15,認知_動画,ブロード_全国,認知_職人インタビュー,2026-08-15,3000,reach,3000,1.15,3438,2155,0.72,11,0.32,20,626.82,195.91,8,,,,1010,255,
2026-08-16,2026-08-16,認知_動画,ブロード_全国,認知_職人インタビュー,2026-08-16,2712,reach,2712,1.19,3223,1858,0.69,13,0.40,26,576.48,142.92,10,,,,892,285,
2026-08-17,2026-08-17,認知_動画,ブロード_全国,認知_職人インタビュー,2026-08-17,2212,reach,2212,1.21,2685,1627,0.74,11,0.41,20,605.96,147.91,9,,,,748,230,
2026-08-18,2026-08-18,認知_動画,ブロード_全国,認知_職人インタビュー,2026-08-18,2578,reach,2578,1.22,3140,1961,0.76,12,0.38,21,624.52,163.42,10,,,,690,220,
2026-08-19,2026-08-19,認知_動画,ブロード_全国,認知_職人インタビュー,2026-08-19,2731,reach,2731,1.19,3243,2036,0.75,14,0.43,23,627.81,145.43,11,,,,698,226,
2026-08-20,2026-08-20,認知_動画,ブロード_全国,認知_職人インタビュー,2026-08-20,3032,reach,3032,1.15,3480,1943,0.64,11,0.32,19,558.33,176.64,8,,,,862,283,
2026-08-21,2026-08-21,認知_動画,ブロード_全国,認知_職人インタビュー,2026-08-21,2933,reach,2933,1.18,3470,2001,0.68,13,0.37,25,576.66,153.92,11,,,,843,213,
2026-08-22,2026-08-22,認知_動画,ブロード_全国,認知_職人インタビュー,2026-08-22,3098,reach,3098,1.13,3495,2274,0.73,13,0.37,24,650.64,174.92,11,1,6897,3.03,1013,318,
2026-08-23,2026-08-23,認知_動画,ブロード_全国,認知_職人インタビュー,2026-08-23,3085,reach,3085,1.09,3371,2054,0.67,12,0.36,23,609.31,171.17,9,,,,683,332,
2026-08-24,2026-08-24,認知_動画,ブロード_全国,認知_職人インタビュー,2026-08-24,2636,reach,2636,1.13,2985,1876,0.71,13,0.44,22,628.48,144.31,11,,,,645,268,
2026-08-25,2026-08-25,認知_動画,ブロード_全国,認知_職人インタビュー,2026-08-25,3453,reach,3453,1.05,3634,2130,0.62,14,0.39,24,586.13,152.14,12,,,,749,222,
2026-08-26,2026-08-26,認知_動画,ブロード_全国,認知_職人インタビュー,2026-08-26,2331,reach,2331,1.21,2828,1710,0.73,11,0.39,19,604.67,155.45,8,,,,791,187,
2026-08-27,2026-08-27,認知_動画,ブロード_全国,認知_職人インタビュー,2026-08-27,2502,reach,2502,1.05,2629,1679,0.67,11,0.42,21,638.65,152.64,9,,,,622,251,
2026-08-28,2026-08-28,認知_動画,ブロード_全国,認知_職人インタビュー,2026-08-28,2496,reach,2496,1.24,3099,1879,0.75,12,0.39,21,606.32,156.58,10,,,,782,269,
2026-08-29,2026-08-29,認知_動画,ブロード_全国,認知_職人インタビュー,2026-08-29,3325,reach,3325,1.09,3631,2167,0.65,15,0.41,27,596.81,144.47,13,,,,1087,318,
2026-08-30,2026-08-30,認知_動画,ブロード_全国,認知_職人インタビュー,2026-08-30,3355,reach,3355,1.24,4158,2437,0.73,13,0.31,22,586.10,187.46,11,,,,942,317,
2026-08-31,2026-08-31,認知_動画,ブロード_全国,認知_職人インタビュー,2026-08-31,2236,reach,2236,1.09,2432,1600,0.72,11,0.45,20,657.89,145.45,9,1,5307,3.32,697,201,
2026-08-01,2026-08-01,認知_動画,ブロード_全国,認知_季節の新商品,2026-08-01,3442,reach,3442,1.16,4007,2576,0.75,21,0.52,37,642.87,122.67,17,1,5258,2.04,1014,367,
2026-08-02,2026-08-02,認知_動画,ブロード_全国,認知_季節の新商品,2026-08-02,2670,reach,2670,1.14,3054,1994,0.75,13,0.43,22,652.91,153.38,11,,,,842,300,
2026-08-03,2026-08-03,認知_動画,ブロード_全国,認知_季節の新商品,2026-08-03,2967,reach,2967,1.23,3663,2044,0.69,18,0.49,33,558.01,113.56,15,,,,774,322,
2026-08-04,2026-08-04,認知_動画,ブロード_全国,認知_季節の新商品,2026-08-04,2741,reach,2741,1.08,2965,1677,0.61,15,0.51,25,565.60,111.80,13,,,,642,262,
2026-08-05,2026-08-05,認知_動画,ブロード_全国,認知_季節の新商品,2026-08-05,3291,reach,3291,1.16,3803,2255,0.69,19,0.50,36,592.95,118.68,16,,,,1130,293,
2026-08-06,2026-08-06,認知_動画,ブロード_全国,認知_季節の新商品,2026-08-06,2389,reach,2389,1.19,2840,1675,0.70,15,0.53,30,589.79,111.67,12,,,,587,281,
2026-08-07,2026-08-07,認知_動画,ブロード_全国,認知_季節の新商品,2026-08-07,2856,reach,2856,1.14,3249,2091,0.73,13,0.40,24,643.58,160.85,11,,,,743,304,
2026-08-08,2026-08-08,認知_動画,ブロード_全国,認知_季節の新商品,2026-08-08,2800,reach,2800,1.07,3000,1887,0.67,15,0.50,28,629.00,125.80,11,,,,646,192,
2026-08-09,2026-08-09,認知_動画,ブロード_全国,認知_季節の新商品,2026-08-09,3693,reach,3693,1.07,3951,2289,0.62,18,0.46,35,579.35,127.17,13,,,,871,240,
2026-08-10,2026-08-10,認知_動画,ブロード_全国,認知_季節の新商品,2026-08-10,2805,reach,2805,1.15,3234,1977,0.70,14,0.43,23,611.32,141.21,10,,,,690,271,
2026-08-11,2026-08-11,認知_動画,ブロード_全国,認知_季節の新商品,2026-08-11,2466,reach,2466,1.13,2792,1827,0.74,14,0.50,24,654.37,130.50,12,,,,799,221,
2026-08-12,2026-08-12,認知_動画,ブロード_全国,認知_季節の新商品,2026-08-12,2583,reach,2583,1.23,3171,2029,0.79,14,0.44,23,639.86,144.93,12,,,,892,264,
2026-08-13,2026-08-13,認知_動画,ブロード_全国,認知_季節の新商品,2026-08-13,2096,reach,2096,1.22,2563,1686,0.80,12,0.47,22,657.82,140.50,9,,,,725,233,
2026-08-14,2026-08-14,認知_動画,ブロード_全国,認知_季節の新商品,2026-08-14,2765,reach,2765,1.09,3012,1923,0.70,17,0.56,31,638.45,113.12,14,,,,760,263,
2026-08-15,2026-08-15,認知_動画,ブロード_全国,認知_季節の新商品,2026-08-15,2928,reach,2928,1.13,3315,1854,0.63,18,0.54,33,559.28,103.00,15,,,,768,276,
2026-08-16,2026-08-16,認知_動画,ブロード_全国,認知_季節の新商品,2026-08-16,2765,reach,2765,1.15,3188,1944,0.70,12,0.38,24,609.79,162.00,9,,,,953,258,
2026-08-17,2026-08-17,認知_動画,ブロード_全国,認知_季節の新商品,2026-08-17,2290,reach,2290,1.14,2602,1664,0.73,13,0.50,21,639.51,128.00,10,,,,595,182,
2026-08-18,2026-08-18,認知_動画,ブロード_全国,認知_季節の新商品,2026-08-18,2174,reach,2174,1.21,2630,1681,0.77,13,0.49,24,639.16,129.31,11,,,,575,210,
2026-08-19,2026-08-19,認知_動画,ブロード_全国,認知_季節の新商品,2026-08-19,2598,reach,2598,1.24,3213,2078,0.80,18,0.56,33,646.75,115.44,13,,,,764,237,
2026-08-20,2026-08-20,認知_動画,ブロード_全国,認知_季節の新商品,2026-08-20,2866,reach,2866,1.07,3056,1841,0.64,17,0.56,32,602.42,108.29,15,,,,635,247,
2026-08-21,2026-08-21,認知_動画,ブロード_全国,認知_季節の新商品,2026-08-21,2949,reach,2949,1.06,3119,2089,0.71,17,0.55,30,669.77,122.88,12,,,,665,191,
2026-08-22,2026-08-22,認知_動画,ブロード_全国,認知_季節の新商品,2026-08-22,2951,reach,2951,1.09,3214,2053,0.70,17,0.53,31,638.77,120.76,13,,,,814,300,
2026-08-23,2026-08-23,認知_動画,ブロード_全国,認知_季節の新商品,2026-08-23,3290,reach,3290,1.17,3863,2401,0.73,21,0.54,42,621.54,114.33,18,,,,935,235,
2026-08-24,2026-08-24,認知_動画,ブロード_全国,認知_季節の新商品,2026-08-24,3129,reach,3129,1.19,3739,2150,0.69,19,0.51,35,575.02,113.16,14,,,,781,331,
2026-08-25,2026-08-25,認知_動画,ブロード_全国,認知_季節の新商品,2026-08-25,2712,reach,2712,1.23,3331,2006,0.74,16,0.48,32,602.22,125.38,14,,,,708,262,
2026-08-26,2026-08-26,認知_動画,ブロード_全国,認知_季節の新商品,2026-08-26,2505,reach,2505,1.22,3055,2040,0.81,16,0.52,31,667.76,127.50,13,1,5483,2.69,759,277,
2026-08-27,2026-08-27,認知_動画,ブロード_全国,認知_季節の新商品,2026-08-27,2284,reach,2284,1.13,2585,1619,0.71,13,0.50,23,626.31,124.54,9,1,6677,4.12,542,202,
2026-08-28,2026-08-28,認知_動画,ブロード_全国,認知_季節の新商品,2026-08-28,2857,reach,2857,1.12,3206,2177,0.76,14,0.44,28,679.04,155.50,10,,,,877,268,
2026-08-29,2026-08-29,認知_動画,ブロード_全国,認知_季節の新商品,2026-08-29,3144,reach,3144,1.14,3584,2242,0.71,17,0.47,29,625.56,131.88,15,1,5264,2.35,1014,295,
2026-08-30,2026-08-30,認知_動画,ブロード_全国,認知_季節の新商品,2026-08-30,2467,reach,2467,1.19,2942,1859,0.75,14,0.48,26,631.88,132.79,11,,,,837,285,
2026-08-31,2026-08-31,認知_動画,ブロード_全国,認知_季節の新商品,2026-08-31,2929,reach,2929,1.09,3186,2164,0.74,17,0.53,31,679.22,127.29,14,,,,693,270,
2026-08-01,2026-08-01,認知_動画,興味関心_料理,認知_ブランド紹介30秒,2026-08-01,2556,reach,2556,1.21,3093,1943,0.76,11,0.36,18,628.19,176.64,9,,,,717,199,
2026-08-02,2026-08-02,認知_動画,興味関心_料理,認知_ブランド紹介30秒,2026-08-02,2391,reach,2391,1.13,2698,1588,0.66,13,0.48,22,588.58,122.15,9,,,,792,225,
2026-08-03,2026-08-03,認知_動画,興味関心_料理,認知_ブランド紹介30秒,2026-08-03,1698,reach,1698,1.21,2056,1363,0.80,8,0.39,15,662.94,170.38,6,,,,564,124,
2026-08-04,2026-08-04,認知_動画,興味関心_料理,認知_ブランド紹介30秒,2026-08-04,2316,reach,2316,1.21,2810,1661,0.72,12,0.43,24,591.10,138.42,10,,,,585,243,
2026-08-05,2026-08-05,認知_動画,興味関心_料理,認知_ブランド紹介30秒,2026-08-05,2176,reach,2176,1.14,2491,1456,0.67,11,0.44,20,584.50,132.36,8,1,5931,4.07,514,172,
2026-08-06,2026-08-06,認知_動画,興味関心_料理,認知_ブランド紹介30秒,2026-08-06,2604,reach,2604,1.15,3006,1757,0.67,16,0.53,31,584.50,109.81,12,1,7224,4.11,701,290,
2026-08-07,2026-08-07,認知_動画,興味関心_料理,認知_ブランド紹介30秒,2026-08-07,2495,reach,2495,1.11,2761,1696,0.68,14,0.51,23,614.27,121.14,11,,,,622,260,
2026-08-08,2026-08-08,認知_動画,興味関心_料理,認知_ブランド紹介30秒,2026-08-08,2033,reach,2033,1.24,2523,1652,0.81,10,0.40,16,654.78,165.20,7,,,,560,170,
2026-08-09,2026-08-09,認知_動画,興味関心_料理,認知_ブランド紹介30秒,2026-08-09,2340,reach,2340,1.18,2770,1708,0.73,14,0.51,24,616.61,122.00,10,,,,719,203,
2026-08-10,2026-08-10,認知_動画,興味関心_料理,認知_ブランド紹介30秒,2026-08-10,2503,reach,2503,1.13,2834,1831,0.73,15,0.53,27,646.08,122.07,11,,,,756,259,
2026-08-11,2026-08-11,認知_動画,興味関心_料理,認知_ブランド紹介30秒,2026-08-11,2585,reach,2585,1.11,2876,1743,0.67,10,0.35,17,606.05,174.30,8,,,,677,272,
2026-08-12,2026-08-12,認知_動画,興味関心_料理,認知_ブランド紹介30秒,2026-08-12,2161,reach,2161,1.20,2604,1697,0.79,11,0.42,18,651.69,154.27,9,,,,781,184,
2026-08-13,2026-08-13,認知_動画,興味関心_料理,認知_ブランド紹介30秒,2026-08-13,2510,reach,2510,1.06,2657,1646,0.66,14,0.53,27,619.50,117.57,12,,,,546,211,
2026-08-14,2026-08-14,認知_動画,興味関心_料理,認知_ブランド紹介30秒,2026-08-14,2031,reach,2031,1.15,2344,1356,0.67,11,0.47,18,578.50,123.27,9,,,,649,145,
2026-08-15,2026-08-15,認知_動画,興味関心_料理,認知_ブランド紹介30秒,2026-08-15,1832,reach,1832,1.20,2196,1483,0.81,9,0.41,18,675.32,164.78,7,,,,625,208,
2026-08-16,2026-08-16,認知_動画,興味関心_料理,認知_ブランド紹介30秒,2026-08-16,2941,reach,2941,1.06,3128,1977,0.67,15,0.48,25,632.03,131.80,12,,,,655,274,
2026-08-17,2026-08-17,認知_動画,興味関心_料理,認知_ブランド紹介30秒,2026-08-17,2041,reach,2041,1.16,2377,1469,0.72,9,0.38,18,618.01,163.22,7,,,,700,218,
2026-08-18,2026-08-18,認知_動画,興味関心_料理,認知_ブランド紹介30秒,2026-08-18,2468,reach,2468,1.20,2972,1833,0.74,14,0.47,25,616.76,130.93,10,,,,624,293,
2026-08-19,2026-08-19,認知_動画,興味関心_料理,認知_ブランド紹介30秒,2026-08-19,2191,reach,2191,1.09,2382,1607,0.73,12,0.50,21,674.64,133.92,10,,,,563,149,
2026-08-20,2026-08-20,認知_動画,興味関心_料理,認知_ブランド紹介30秒,2026-08-20,1980,reach,1980,1.09,2150,1387,0.70,10,0.47,19,645.12,138.70,8,,,,433,200,
2026-08-21,2026-08-21,認知_動画,興味関心_料理,認知_ブランド紹介30秒,2026-08-21,2117,reach,2117,1.07,2261,1484,0.70,10,0.44,18,656.35,148.40,7,,,,583,167,
2026-08-22,2026-08-22,認知_動画,興味関心_料理,認知_ブランド紹介30秒,2026-08-22,2475,reach,2475,1.07,2659,1591,0.64,12,0.45,23,598.35,132.58,9,,,,552,200,
2026-08-23,2026-08-23,認知_動画,興味関心_料理,認知_ブランド紹介30秒,2026-08-23,2825,reach,2825,1.23,3474,1956,0.69,14,0.40,24,563.04,139.71,11,,,,747,242,
2026-08-24,2026-08-24,認知_動画,興味関心_料理,認知_ブランド紹介30秒,2026-08-24,2399,reach,2399,1.23,2959,1752,0.73,15,0.51,29,592.09,116.80,11,,,,597,183,
2026-08-25,2026-08-25,認知_動画,興味関心_料理,認知_ブランド紹介30秒,2026-08-25,2711,reach,2711,1.06,2881,1648,0.61,11,0.38,18,572.02,149.82,8,,,,807,254,
2026-08-26,2026-08-26,認知_動画,興味関心_料理,認知_ブランド紹介30秒,2026-08-26,2293,reach,2293,1.15,2642,1565,0.68,12,0.45,23,592.35,130.42,10,,,,745,188,
2026-08-27,2026-08-27,認知_動画,興味関心_料理,認知_ブランド紹介30秒,2026-08-27,2913,reach,2913,1.08,3140,1938,0.67,14,0.45,27,617.20,138.43,10,,,,780,224,
2026-08-28,2026-08-28,認知_動画,興味関心_料理,認知_ブランド紹介30秒,2026-08-28,2927,reach,2927,1.19,3493,1977,0.68,13,0.37,23,565.99,152.08,11,,,,852,283,
2026-08-29,2026-08-29,認知_動画,興味関心_料理,認知_ブランド紹介30秒,2026-08-29,2124,reach,2124,1.25,2655,1736,0.82,12,0.45,20,653.86,144.67,10,,,,696,181,
2026-08-30,2026-08-30,認知_動画,興味関心_料理,認知_ブランド紹介30秒,2026-08-30,2868,reach,2868,1.07,3067,1751,0.61,12,0.39,21,570.92,145.92,9,,,,615,238,
2026-08-31,2026-08-31,認知_動画,興味関心_料理,認知_ブランド紹介30秒,2026-08-31,2188,reach,2188,1.13,2467,1406,0.64,11,0.45,20,569.92,127.82,8,,,,699,174,
2026-08-01,2026-08-01,認知_動画,興味関心_料理,認知_職人インタビュー,2026-08-01,2244,reach,2244,1.16,2614,1736,0.77,11,0.42,21,664.12,157.82,9,,,,526,188,
2026-08-02,2026-08-02,認知_動画,興味関心_料理,認知_職人インタビュー,2026-08-02,2015,reach,2015,1.19,2404,1562,0.78,9,0.37,17,649.75,173.56,7,,,,523,231,
2026-08-03,2026-08-03,認知_動画,興味関心_料理,認知_職人インタビュー,2026-08-03,2596,reach,2596,1.08,2797,1611,0.62,13,0.46,25,575.97,123.92,11,,,,712,171,
2026-08-04,2026-08-04,認知_動画,興味関心_料理,認知_職人インタビュー,2026-08-04,2293,reach,2293,1.14,2605,1724,0.75,12,0.46,20,661.80,143.67,9,,,,602,209,
2026-08-05,2026-08-05,認知_動画,興味関心_料理,認知_職人インタビュー,2026-08-05,2158,reach,2158,1.08,2325,1523,0.71,8,0.34,15,655.05,190.38,6,,,,670,225,
2026-08-06,2026-08-06,認知_動画,興味関心_料理,認知_職人インタビュー,2026-08-06,2269,reach,2269,1.06,2401,1440,0.63,8,0.33,15,599.75,180.00,6,,,,618,179,
2026-08-07,2026-08-07,認知_動画,興味関心_料理,認知_職人インタビュー,2026-08-07,2715,reach,2715,1.12,3052,1936,0.71,12,0.39,22,634.34,161.33,9,,,,819,238,
2026-08-08,2026-08-08,認知_動画,興味関心_料理,認知_職人インタビュー,2026-08-08,2132,reach,2132,1.10,2350,1581,0.74,9,0.38,17,672.77,175.67,7,,,,675,214,
2026-08-09,2026-08-09,認知_動画,興味関心_料理,認知_職人インタビュー,2026-08-09,2638,reach,2638,1.19,3144,1959,0.74,12,0.38,20,623.09,163.25,10,,,,681,215,
2026-08-10,2026-08-10,認知_動画,興味関心_料理,認知_職人インタビュー,2026-08-10,2306,reach,2306,1.10,2532,1688,0.73,9,0.36,15,666.67,187.56,7,,,,544,175,
2026-08-11,2026-08-11,認知_動画,興味関心_料理,認知_職人インタビュー,2026-08-11,2301,reach,2301,1.13,2602,1512,0.66,10,0.38,18,581.09,151.20,8,,,,690,181,
2026-08-12,2026-08-12,認知_動画,興味関心_料理,認知_職人インタビュー,2026-08-12,2653,reach,2653,1.14,3020,1903,0.72,11,0.36,20,630.13,173.00,10,,,,649,245,
2026-08-13,2026-08-13,認知_動画,興味関心_料理,認知_職人インタビュー,2026-08-13,2614,reach,2614,1.16,3035,1829,0.70,14,0.46,23,602.64,130.64,11,,,,891,236,
